,Cell,MSE,Passed,MAPE
1461,BIT0123L,6.07,0.000000,8.31
29,BIT0127L,13.52,0.000000,7.92
1982,BITEZ11L,28.66,0.010080,6.07
1436,BITEZ12L,110.25,0.010040,10.97
1251,BITEZ17L,73.83,0.002014,10.27
4438,BITEZ21L,8.44,0.010094,5.29
1898,BITEZ22L,73.41,0.010043,9.20
1149,BITEZ23L,45.49,0.000039,8.20
1143,BITEZ24L,119.91,0.008022,9.87
2681,BITEZ27L,40.15,0.000000,8.57
4289,BITEZ31L,9.66,0.010057,3.51
4000,BITEZ32L,56.76,0.002046,9.61
3352,BITEZ37L,106.69,0.010037,12.02
3656,BITIS11L,8.22,0.010011,5.13
5177,BITIS12L,32.44,0.000000,8.20
881,BITIS13L,34.05,0.007963,5.86
3393,BITIS17L,41.80,0.010036,8.85
3131,BITIS21L,15.81,0.010076,4.30
1214,BITIS22L,47.68,0.000000,8.28
5101,BITIS23L,60.53,0.002042,7.83
1232,BITIS24L,262.47,0.010048,11.27
2744,BITIS27L,133.94,0.018142,11.03
2585,BITTV11L,7.26,0.010044,4.51
4163,BITTV12L,18.54,0.010084,7.57
103,BITTV13L,27.70,0.010046,7.40
4169,BITTV14L,24.62,0.010039,8.01
45,BITTV15L,37.70,0.010047,5.77
4270,BITTV17L,52.44,0.010102,8.44
4158,BITTV21L,71.24,0.020184,11.30
2077,BITTV22L,256.45,0.010080,13.09
3490,BITTV23L,194.53,0.018970,12.57
1927,BITTV24L,86.79,0.007997,10.09
1723,BITTV27L,187.41,0.002018,11.07
3380,BITTV31L,43.73,0.010094,7.48
2080,BITTV32L,155.03,0.000000,12.13
3754,BITTV33L,358.51,0.010031,12.60
1029,BITTV34L,193.98,0.010036,11.24
3073,BITTV35L,39.51,0.010040,5.67
2804,BITTV37L,154.67,0.008028,9.66
2012,BOACB11L,12.11,0.008048,5.77
4079,BOACB12L,8.08,0.002051,7.16
1992,BOACB13L,3.59,0.010030,8.61
4544,BOACB17L,1.17,0.010101,9.12
3735,BOACB21L,10.04,0.010046,4.75
5078,BOACB22L,29.38,0.002044,9.44
3825,BOACB23L,44.75,0.020084,6.33
1203,BOACB27L,15.05,0.002016,9.77
2314,BOACB31L,7.89,0.000000,6.55
3129,BOACB32L,21.02,0.008025,8.56
3848,BOACB33L,39.48,0.010049,9.35
1884,BOACB34L,18.09,0.010044,8.94
1476,BOACB37L,7.76,0.010089,8.43
4647,BOACB72L,118.31,0.030110,9.60
845,BOASA12L,49.89,0.010041,8.67
4254,BOASA13L,52.11,0.000000,8.88
2908,BOASA14L,76.65,0.010035,8.80
1563,BOASA17L,101.48,0.010047,10.45
271,BOASA22L,161.31,0.010048,10.47
1777,BOASA23L,137.45,0.008018,12.26
673,BOASA24L,67.95,0.000000,9.87
2455,BOASA27L,35.37,0.010038,9.35
2478,BOBAG11L,19.73,0.010041,8.01
2822,BOBAG12L,120.58,0.000000,10.76
4842,BOBAG13L,99.78,0.008018,10.19
3241,BOBAG14L,107.69,0.000000,11.09
2209,BOBAG15L,34.41,0.000000,7.07
3821,BOBAG17L,147.87,0.008021,9.36
1070,BOBAG21L,137.80,0.010062,11.59
110,BOBAG22L,224.70,0.008009,12.84
1906,BOBAG23L,260.70,0.010041,12.66
796,BOBAG24L,194.96,0.020071,12.57
2230,BOBAG27L,226.81,0.010101,12.97
168,BOBAG31L,151.23,0.002015,10.38
4497,BOBAG32L,202.28,0.038096,12.19
4837,BOBAG33L,170.16,0.010092,12.64
1252,BOBAG37L,230.95,0.010041,10.32
3932,BOBAR11L,10.73,0.010031,4.71
188,BOBAR12L,48.94,0.008025,8.69
3562,BOBAR13L,35.23,0.002014,5.74
